ItemIndex,Name,Rank,Type,Code,Attribute,Description,Quality,Job,ItemShape,CosShape,Action_Index,Appraisal,Union_Set_Index,Value1,Value2,Trade,ReqLv,ReqHLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,GroupIndex,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,Expansion Option Index 1,Expansion Option Value 1,Expansion Option Index 2,Expansion Option Value 2,Expansion Option Index 3,Expansion Option Value 3,Expansion Option Index 4,Expansion Option Value 4,Expansion Option Index 5,Expansion Option Value 5,Expansion Option Index 6,Expansion Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Range Min Attack,Level 0 Range Max Attack,PVP Option Damage,Level 0 Defence Min,Level 0 Defence Max,PVP Option Defence,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape,ReqGrade,PurchasePoint,ChoiceLimit,PurchaseLimit,PointLimit,NPC SELL
3959,Scarlet Heart,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,596,0,0,0,0,0,0,1,1,0,300,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3960,Titon's Tear,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,595,0,0,0,0,0,0,1,1,0,300,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3961,Berserker's Ring,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,594,0,0,0,0,0,0,1,1,0,600,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3962,Sephiros' Eye,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,593,0,0,0,0,0,0,1,1,0,600,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3963,Aur Necklace,0,2,0,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,780,0,0,0,0,0,0,0,90,0,800000,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3964,Glaur Necklace,0,2,0,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,781,0,0,0,0,0,0,0,100,0,950000,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3965,Bor Necklace,0,2,0,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,778,0,0,0,0,0,0,0,110,0,1100000,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3966,Kalina,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,596,0,0,0,0,0,0,0,115,0,15000000,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60,226,60,8,250,72,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3967,Aure,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,595,0,0,0,0,0,0,0,115,0,15000000,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,72,150,16,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3968,Kona Robin,0,2,3,0,668,34,1111-1111-1111-1111-1111-1111-1111-1111,579,0,0,0,0,0,0,1,130,0,0,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,115,35,115,226,115,8,400,235,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3969,Avichi 1669,0,2,3,0,669,34,1111-1111-1111-1111-1111-1111-1111-1111,581,0,0,0,0,0,0,1,150,0,0,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,132,35,132,226,132,8,600,235,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3970,King Eye's Ring,0,2,3,0,783,34,1111-1111-1111-1111-1111-1111-1111-1111,580,0,0,0,0,0,0,1,170,0,0,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,152,35,152,226,152,8,800,235,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3971,Andalucia Ring,0,2,5,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1389,0,0,0,0,0,0,1,80,0,376562,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,185,89,75,235,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3972,Elysium Necklace,0,2,5,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1386,0,0,0,0,0,0,1,115,0,376562,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,10,244,180,236,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3973,Bolacio Necklace,0,2,5,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1387,0,0,0,0,0,0,1,80,0,376562,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,275,235,75,236,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3974,Caliana Necklace,0,2,5,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1387,0,0,0,0,0,0,1,80,0,376562,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,220,235,30,236,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3978,Royal Elysium Necklace ,0,2,5,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1386,0,0,0,0,0,0,1,130,0,376562,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,16,244,230,236,110,257,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48000,Bone Gold Ring +1,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,670,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,226,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64501,48001,0,0,0,0,0,0,0,0,0,0,1
48001,Bone Gold Ring +2,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,670,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12,226,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48000,48002,0,0,0,0,0,0,0,0,0,0,1
48002,Bone Gold Ring +3,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,670,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,226,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001,48003,0,0,0,0,0,0,0,0,0,0,1
48003,Bone Gold Ring +4,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,670,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,226,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48002,48004,0,0,0,0,0,0,0,0,0,0,1
48004,Bone Gold Ring +5,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,670,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,226,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48003,48005,0,0,0,0,0,0,0,0,0,0,1
48005,Bone Gold Ring +6,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,670,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,226,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48004,48006,0,0,0,0,0,0,0,0,0,0,1
48006,Bone Gold Ring +7,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,670,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,53,226,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48005,48007,0,0,0,0,0,0,0,0,0,0,1
48007,Bone Gold Ring +8,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,670,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,69,226,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48006,48008,0,0,0,0,0,0,0,0,0,0,1
48008,Bone Gold Ring +9,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,670,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,90,226,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48007,0,0,0,0,0,0,0,0,0,0,0,1
48009,Bone Indigo Ring +1,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,668,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64502,48010,0,0,0,0,0,0,0,0,0,0,1
48010,Bone Indigo Ring +2,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,668,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48009,48011,0,0,0,0,0,0,0,0,0,0,1
48011,Bone Indigo Ring +3,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,668,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48010,48012,0,0,0,0,0,0,0,0,0,0,1
48012,Bone Indigo Ring +4,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,668,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48011,48013,0,0,0,0,0,0,0,0,0,0,1
48013,Bone Indigo Ring +5,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,668,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48012,48014,0,0,0,0,0,0,0,0,0,0,1
48014,Bone Indigo Ring +6,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,668,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48013,48015,0,0,0,0,0,0,0,0,0,0,1
48015,Bone Indigo Ring +7,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,668,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48014,48016,0,0,0,0,0,0,0,0,0,0,1
48016,Bone Indigo Ring +8,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,668,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48015,48017,0,0,0,0,0,0,0,0,0,0,1
48017,Bone Indigo Ring +9,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,668,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48016,0,0,0,0,0,0,0,0,0,0,0,1
48018,Bone Red Ring +1,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,667,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64503,48019,0,0,0,0,0,0,0,0,0,0,1
48019,Bone Red Ring +2,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,667,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48018,48020,0,0,0,0,0,0,0,0,0,0,1
48020,Bone Red Ring +3,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,667,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48019,48021,0,0,0,0,0,0,0,0,0,0,1
48021,Bone Red Ring +4,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,667,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48020,48022,0,0,0,0,0,0,0,0,0,0,1
48022,Bone Red Ring +5,0,2,3,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,667,0,0,0,0,0,0,1,1,0,36,1,1,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48021,48023,0,0,0,0,0,0,0,0,0,0,1
