ItemIndex,Name,Rank,Type,Code,Attribute,Description,Quality,Job,ItemShape,CosShape,Action_Index,Appraisal,Union_Set_Index,Value1,Value2,Trade,ReqLv,ReqHLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,GroupIndex,NoData,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,Expansion Option Index 1,Expansion Option Value 1,Expansion Option Index 2,Expansion Option Value 2,Expansion Option Index 3,Expansion Option Value 3,Expansion Option Index 4,Expansion Option Value 4,Expansion Option Index 5,Expansion Option Value 5,Expansion Option Index 6,Expansion Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Range Min Attack,Level 0 Range Max Attack,PVP Option Damage,Level 0 Defence Min,Level 0 Defence Max,PVP Option Defence,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape,ReqGrade,PurchasePoint,ChoiceLimit,PurchaseLimit,PointLimit,NPC SELL
25021,Claw Palkata +1,0,4,0,0,0,2,1111-1111-1111-1111,147,0,0,0,0,0,0,1,7,0,78,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,2501,2541,2541,2581,2581,1,47,49,0,0,0,0,0,0,0,0,0,0,6,10,0,0,2402,25022,0,0,1,0,0,0,0,0,0,0,1
25022,Claw Palkata +2,0,4,0,0,0,2,1111-1111-1111-1111,147,0,0,0,0,0,0,1,7,0,78,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,2501,2541,2541,2581,2581,2,54,57,0,0,0,0,0,0,0,0,0,0,6,10,0,0,25021,25023,0,0,1,0,0,0,0,0,0,0,1
25023,Claw Palkata +3,0,4,0,0,0,2,1111-1111-1111-1111,147,0,0,0,0,0,0,1,7,0,78,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,2501,2541,2541,2581,2581,3,64,68,0,0,0,0,0,0,0,0,0,0,6,10,0,0,25022,25024,0,0,1,0,0,0,0,0,0,0,1
25024,Claw Palkata +4,0,4,0,0,0,2,1111-1111-1111-1111,147,0,0,0,0,0,0,1,7,0,78,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,2501,2541,2541,2581,2581,4,81,86,0,0,0,0,0,0,0,0,0,0,6,10,0,0,25023,25025,0,0,1,0,0,0,0,0,0,0,1
25025,Claw Palkata +5,0,4,0,0,0,2,1111-1111-1111-1111,147,0,0,0,0,0,0,1,7,0,78,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,2501,2541,2541,2581,2581,5,103,109,0,0,0,0,0,0,0,0,0,0,6,10,0,0,25024,25026,0,0,1,0,0,0,0,0,0,0,1
25026,Claw Palkata +6,0,4,0,0,0,2,1111-1111-1111-1111,147,0,0,0,0,0,0,1,7,0,78,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,2501,2541,2541,2581,2581,6,134,141,0,0,0,0,0,0,0,0,0,0,6,10,0,0,25025,25027,0,0,1,0,0,0,0,0,0,0,1
25027,Claw Palkata +7,0,4,0,0,0,2,1111-1111-1111-1111,147,0,0,0,0,0,0,1,7,0,78,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,2501,2541,2541,2581,2581,7,176,185,0,0,0,0,0,0,0,0,0,0,6,10,0,0,25026,25028,0,0,1,0,0,0,0,0,0,0,1
25028,Claw Palkata +8,0,4,0,0,0,2,1111-1111-1111-1111,147,0,0,0,0,0,0,1,7,0,78,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,2501,2541,2541,2581,2581,8,236,246,0,0,0,0,0,0,0,0,0,0,6,10,0,0,25027,25029,0,0,1,0,0,0,0,0,0,0,1
25029,Claw Palkata +9,0,4,0,0,0,2,1111-1111-1111-1111,147,0,0,0,0,0,0,1,7,0,78,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,2501,2541,2541,2581,2581,9,333,345,0,0,0,0,0,0,0,0,0,0,6,10,0,0,25028,0,0,0,1,0,0,0,0,0,0,0,1
2403,Stiletto,0,4,0,0,0,2,1111-1111-1111-1111,146,0,0,0,0,0,0,1,12,0,283,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,2502,2542,2542,2582,2582,0,69,70,0,0,0,0,0,0,0,0,0,0,8,17,0,0,0,25041,0,0,1,0,0,0,0,0,0,0,1
25041,Stiletto +1,0,4,0,0,0,2,1111-1111-1111-1111,146,0,0,0,0,0,0,1,12,0,283,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,2502,2542,2542,2582,2582,1,73,75,0,0,0,0,0,0,0,0,0,0,8,17,0,0,2403,25042,0,0,1,0,0,0,0,0,0,0,1
25042,Stiletto +2,0,4,0,0,0,2,1111-1111-1111-1111,146,0,0,0,0,0,0,1,12,0,283,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,2502,2542,2542,2582,2582,2,80,83,0,0,0,0,0,0,0,0,0,0,8,17,0,0,25041,25043,0,0,1,0,0,0,0,0,0,0,1
25043,Stiletto +3,0,4,0,0,0,2,1111-1111-1111-1111,146,0,0,0,0,0,0,1,12,0,283,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,2502,2542,2542,2582,2582,3,90,94,0,0,0,0,0,0,0,0,0,0,8,17,0,0,25042,25044,0,0,1,0,0,0,0,0,0,0,1
25044,Stiletto +4,0,4,0,0,0,2,1111-1111-1111-1111,146,0,0,0,0,0,0,1,12,0,283,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,2502,2542,2542,2582,2582,4,107,112,0,0,0,0,0,0,0,0,0,0,8,17,0,0,25043,25045,0,0,1,0,0,0,0,0,0,0,1
25045,Stiletto +5,0,4,0,0,0,2,1111-1111-1111-1111,146,0,0,0,0,0,0,1,12,0,283,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,2502,2542,2542,2582,2582,5,130,136,0,0,0,0,0,0,0,0,0,0,8,17,0,0,25044,25046,0,0,1,0,0,0,0,0,0,0,1
25046,Stiletto +6,0,4,0,0,0,2,1111-1111-1111-1111,146,0,0,0,0,0,0,1,12,0,283,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,2502,2542,2542,2582,2582,6,162,169,0,0,0,0,0,0,0,0,0,0,8,17,0,0,25045,25047,0,0,1,0,0,0,0,0,0,0,1
25047,Stiletto +7,0,4,0,0,0,2,1111-1111-1111-1111,146,0,0,0,0,0,0,1,12,0,283,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,2502,2542,2542,2582,2582,7,206,215,0,0,0,0,0,0,0,0,0,0,8,17,0,0,25046,25048,0,0,1,0,0,0,0,0,0,0,1
25048,Stiletto +8,0,4,0,0,0,2,1111-1111-1111-1111,146,0,0,0,0,0,0,1,12,0,283,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,2502,2542,2542,2582,2582,8,271,281,0,0,0,0,0,0,0,0,0,0,8,17,0,0,25047,25049,0,0,1,0,0,0,0,0,0,0,1
25049,Stiletto +9,0,4,0,0,0,2,1111-1111-1111-1111,146,0,0,0,0,0,0,1,12,0,283,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,2502,2542,2542,2582,2582,9,376,389,0,0,0,0,0,0,0,0,0,0,8,17,0,0,25048,0,0,0,1,0,0,0,0,0,0,0,1
2404,Battle Katar,0,4,0,0,0,2,0100-0000-0000-0000,145,0,0,0,0,0,0,1,18,0,752,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,2503,2543,2543,2583,2583,0,100,101,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0,25011,0,0,1,0,0,0,0,0,0,0,1
25011,Battle Katar +1,0,4,0,0,0,2,0100-0000-0000-0000,145,0,0,0,0,0,0,1,18,0,752,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,2503,2543,2543,2583,2583,1,104,106,0,0,0,0,0,0,0,0,0,0,11,25,0,0,2404,25012,0,0,1,0,0,0,0,0,0,0,1
25012,Battle Katar +2,0,4,0,0,0,2,0100-0000-0000-0000,145,0,0,0,0,0,0,1,18,0,752,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,2503,2543,2543,2583,2583,2,111,114,0,0,0,0,0,0,0,0,0,0,11,25,0,0,25011,25013,0,0,1,0,0,0,0,0,0,0,1
25013,Battle Katar +3,0,4,0,0,0,2,0100-0000-0000-0000,145,0,0,0,0,0,0,1,18,0,752,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,2503,2543,2543,2583,2583,3,121,125,0,0,0,0,0,0,0,0,0,0,11,25,0,0,25012,25014,0,0,1,0,0,0,0,0,0,0,1
25014,Battle Katar +4,0,4,0,0,0,2,0100-0000-0000-0000,145,0,0,0,0,0,0,1,18,0,752,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,2503,2543,2543,2583,2583,4,139,144,0,0,0,0,0,0,0,0,0,0,11,25,0,0,25013,25015,0,0,1,0,0,0,0,0,0,0,1
25015,Battle Katar +5,0,4,0,0,0,2,0100-0000-0000-0000,145,0,0,0,0,0,0,1,18,0,752,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,2503,2543,2543,2583,2583,5,163,169,0,0,0,0,0,0,0,0,0,0,11,25,0,0,25014,25016,0,0,1,0,0,0,0,0,0,0,1
25016,Battle Katar +6,0,4,0,0,0,2,0100-0000-0000-0000,145,0,0,0,0,0,0,1,18,0,752,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,2503,2543,2543,2583,2583,6,197,204,0,0,0,0,0,0,0,0,0,0,11,25,0,0,25015,25017,0,0,1,0,0,0,0,0,0,0,1
25017,Battle Katar +7,0,4,0,0,0,2,0100-0000-0000-0000,145,0,0,0,0,0,0,1,18,0,752,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,2503,2543,2543,2583,2583,7,244,253,0,0,0,0,0,0,0,0,0,0,11,25,0,0,25016,25018,0,0,1,0,0,0,0,0,0,0,1
25018,Battle Katar +8,0,4,0,0,0,2,0100-0000-0000-0000,145,0,0,0,0,0,0,1,18,0,752,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,2503,2543,2543,2583,2583,8,314,324,0,0,0,0,0,0,0,0,0,0,11,25,0,0,25017,25019,0,0,1,0,0,0,0,0,0,0,1
25019,Battle Katar +9,0,4,0,0,0,2,0100-0000-0000-0000,145,0,0,0,0,0,0,1,18,0,752,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2503,2503,2543,2543,2583,2583,9,429,442,0,0,0,0,0,0,0,0,0,0,11,25,0,0,25018,0,0,0,1,0,0,0,0,0,0,0,1
2405,Blaze Rod,0,4,0,0,0,2,0100-0000-0000-0000,144,0,0,0,0,0,0,1,24,0,1668,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,2504,2544,2544,2584,2584,0,132,134,0,0,0,0,0,0,0,0,0,0,14,34,0,0,0,25031,0,0,1,0,0,0,0,0,0,0,1
25031,Blaze Rod +1,0,4,0,0,0,2,0100-0000-0000-0000,144,0,0,0,0,0,0,1,24,0,1668,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,2504,2544,2544,2584,2584,1,136,139,0,0,0,0,0,0,0,0,0,0,14,34,0,0,2405,25032,0,0,1,0,0,0,0,0,0,0,1
25032,Blaze Rod +2,0,4,0,0,0,2,0100-0000-0000-0000,144,0,0,0,0,0,0,1,24,0,1668,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,2504,2544,2544,2584,2584,2,143,147,0,0,0,0,0,0,0,0,0,0,14,34,0,0,25031,25033,0,0,1,0,0,0,0,0,0,0,1
25033,Blaze Rod +3,0,4,0,0,0,2,0100-0000-0000-0000,144,0,0,0,0,0,0,1,24,0,1668,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,2504,2544,2544,2584,2584,3,153,159,0,0,0,0,0,0,0,0,0,0,14,34,0,0,25032,25034,0,0,1,0,0,0,0,0,0,0,1
25034,Blaze Rod +4,0,4,0,0,0,2,0100-0000-0000-0000,144,0,0,0,0,0,0,1,24,0,1668,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,2504,2544,2544,2584,2584,4,171,178,0,0,0,0,0,0,0,0,0,0,14,34,0,0,25033,25035,0,0,1,0,0,0,0,0,0,0,1
25035,Blaze Rod +5,0,4,0,0,0,2,0100-0000-0000-0000,144,0,0,0,0,0,0,1,24,0,1668,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,2504,2544,2544,2584,2584,5,196,204,0,0,0,0,0,0,0,0,0,0,14,34,0,0,25034,25036,0,0,1,0,0,0,0,0,0,0,1
25036,Blaze Rod +6,0,4,0,0,0,2,0100-0000-0000-0000,144,0,0,0,0,0,0,1,24,0,1668,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,2504,2544,2544,2584,2584,6,232,241,0,0,0,0,0,0,0,0,0,0,14,34,0,0,25035,25037,0,0,1,0,0,0,0,0,0,0,1
25037,Blaze Rod +7,0,4,0,0,0,2,0100-0000-0000-0000,144,0,0,0,0,0,0,1,24,0,1668,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,2504,2544,2544,2584,2584,7,282,293,0,0,0,0,0,0,0,0,0,0,14,34,0,0,25036,25038,0,0,1,0,0,0,0,0,0,0,1
25038,Blaze Rod +8,0,4,0,0,0,2,0100-0000-0000-0000,144,0,0,0,0,0,0,1,24,0,1668,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,2504,2544,2544,2584,2584,8,357,370,0,0,0,0,0,0,0,0,0,0,14,34,0,0,25037,25039,0,0,1,0,0,0,0,0,0,0,1
25039,Blaze Rod +9,0,4,0,0,0,2,0100-0000-0000-0000,144,0,0,0,0,0,0,1,24,0,1668,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,2504,2544,2544,2584,2584,9,482,498,0,0,0,0,0,0,0,0,0,0,14,34,0,0,25038,0,0,0,1,0,0,0,0,0,0,0,1
2406,Peskaz,0,4,0,0,0,2,0100-0000-0000-0000,143,0,0,0,0,0,0,1,30,0,2904,1,2,0,0,1,1,3,2,1,0,3150,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2505,2505,2545,2545,2585,2585,0,167,169,0,0,0,0,0,0,0,0,0,0,17,42,0,0,0,25051,0,0,1,0,0,0,0,0,0,0,1
