ItemIndex,Name,Rank,Type,Code,Attribute,Description,Quality,Job,ItemShape,CosShape,Action_Index,Appraisal,Union_Set_Index,Value1,Value2,Trade,ReqLv,ReqHLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,GroupIndex,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,Expansion Option Index 1,Expansion Option Value 1,Expansion Option Index 2,Expansion Option Value 2,Expansion Option Index 3,Expansion Option Value 3,Expansion Option Index 4,Expansion Option Value 4,Expansion Option Index 5,Expansion Option Value 5,Expansion Option Index 6,Expansion Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Range Min Attack,Level 0 Range Max Attack,PVP Option Damage,Level 0 Defence Min,Level 0 Defence Max,PVP Option Defence,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape,ReqGrade,PurchasePoint,ChoiceLimit,PurchaseLimit,PointLimit,NPC SELL
6318,Defense Spear 15,0,1,0,3,482,34,1111-1111-1111-1111-1111-1111-1111-1111,503,0,0,1500,0,18,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6319,Attack Skull 5%,0,1,0,4,484,34,1111-1111-1111-1111-1111-1111-1111-1111,528,0,0,1500,0,20,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6320,Defense Skull 15,0,1,0,4,482,34,1111-1111-1111-1111-1111-1111-1111-1111,529,0,0,1500,0,19,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6321,Attack Crystal 5%,0,1,0,5,484,34,1111-1111-1111-1111-1111-1111-1111-1111,506,0,0,1500,0,22,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6322,Defense Crystal 15,0,1,0,5,482,34,1111-1111-1111-1111-1111-1111-1111-1111,505,0,0,1500,0,21,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6323,Increase Movement Speed 0,0,1,0,0,482,34,1111-1111-1111-1111-1111-1111-1111-1111,2556,0,0,1500,0,98,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6324,Increase Attack Speed 0,0,1,0,0,482,34,1111-1111-1111-1111-1111-1111-1111-1111,2556,0,0,1500,0,99,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6325,Attack Cube 1%,0,1,0,2,482,34,1111-1111-1111-1111-1111-1111-1111-1111,510,0,0,1500,0,13,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6326,Attack Bead 1%,0,1,0,1,482,34,1111-1111-1111-1111-1111-1111-1111-1111,509,0,0,1500,0,16,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6327,Attack Sphere 1%,0,1,0,3,482,34,1111-1111-1111-1111-1111-1111-1111-1111,504,0,0,1500,0,17,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6328,Attack Skull 1%,0,1,0,4,482,34,1111-1111-1111-1111-1111-1111-1111-1111,528,0,0,1500,0,20,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6329,Attack Crystal 1%,0,1,0,5,482,34,1111-1111-1111-1111-1111-1111-1111-1111,506,0,0,1500,0,22,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6470,Attack Cube 2%,0,1,0,2,482,34,1111-1111-1111-1111-1111-1111-1111-1111,510,0,0,1500,0,13,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6471,Attack Bead 2%,0,1,0,1,482,34,1111-1111-1111-1111-1111-1111-1111-1111,509,0,0,1500,0,16,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6472,Attack Sphere 2%,0,1,0,3,482,34,1111-1111-1111-1111-1111-1111-1111-1111,504,0,0,1500,0,17,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6473,Attack Skull 2%,0,1,0,4,482,34,1111-1111-1111-1111-1111-1111-1111-1111,528,0,0,1500,0,20,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6474,Attack Crystal 2%,0,1,0,5,482,34,1111-1111-1111-1111-1111-1111-1111-1111,506,0,0,1500,0,22,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6475,Attack Cube 3%,0,1,0,2,482,34,1111-1111-1111-1111-1111-1111-1111-1111,510,0,0,1500,0,13,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6476,Attack Bead 3%,0,1,0,1,482,34,1111-1111-1111-1111-1111-1111-1111-1111,509,0,0,1500,0,16,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6477,Attack Sphere 3%,0,1,0,3,482,34,1111-1111-1111-1111-1111-1111-1111-1111,504,0,0,1500,0,17,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6478,Attack Skull 3%,0,1,0,4,482,34,1111-1111-1111-1111-1111-1111-1111-1111,528,0,0,1500,0,20,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6479,Attack Crystal 3%,0,1,0,5,482,34,1111-1111-1111-1111-1111-1111-1111-1111,506,0,0,1500,0,22,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6480,Attack Cube 4%,0,1,0,2,482,34,1111-1111-1111-1111-1111-1111-1111-1111,510,0,0,1500,0,13,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6481,Attack Bead 4%,0,1,0,1,482,34,1111-1111-1111-1111-1111-1111-1111-1111,509,0,0,1500,0,16,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6482,Attack Sphere 4%,0,1,0,3,482,34,1111-1111-1111-1111-1111-1111-1111-1111,504,0,0,1500,0,17,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6483,Attack Skull 4%,0,1,0,4,482,34,1111-1111-1111-1111-1111-1111-1111-1111,528,0,0,1500,0,20,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6484,Attack Crystal 4%,0,1,0,5,482,34,1111-1111-1111-1111-1111-1111-1111-1111,506,0,0,1500,0,22,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6330,Attack Bead 10,0,1,0,1,482,34,1111-1111-1111-1111-1111-1111-1111-1111,509,0,0,1500,0,16,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6331,Attack Cube 10,0,1,0,2,482,34,1111-1111-1111-1111-1111-1111-1111-1111,510,0,0,1500,0,13,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6332,Attack Sphere 10,0,1,0,3,482,34,1111-1111-1111-1111-1111-1111-1111-1111,504,0,0,1500,0,17,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6333,Attack Skull 10,0,1,0,4,482,34,1111-1111-1111-1111-1111-1111-1111-1111,528,0,0,1500,0,20,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6334,Attack Crystal 10,0,1,0,5,482,34,1111-1111-1111-1111-1111-1111-1111-1111,506,0,0,1500,0,22,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6335,Health Stone 33,0,1,0,1,482,34,1111-1111-1111-1111-1111-1111-1111-1111,526,0,0,1500,0,1,0,1,0,0,10,1,1,0,0,1,1,0,0,0,0,6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
